No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,date_time
2347,2013,6,6,18,133.0,139.0,3.0,9.0,400.0,2.0,20.3,1005.8,19.0,0.0,NW,1.4,2013-06-06 18:00:00
2348,2013,6,6,19,109.0,119.0,3.0,9.0,300.0,2.0,20.3,1005.8,19.0,0.0,WNW,1.4,2013-06-06 19:00:00
2349,2013,6,6,20,111.0,93.0,3.0,9.0,300.0,2.0,20.3,1006.3,19.0,0.0,NW,0.8,2013-06-06 20:00:00
2350,2013,6,6,21,97.0,123.0,3.0,10.0,400.0,2.0,20.3,1005.9,19.0,0.0,NNW,1.3,2013-06-06 21:00:00
2351,2013,6,6,22,115.0,124.0,3.0,9.0,400.0,2.0,20.2,1005.6,19.0,0.0,WNW,0.9,2013-06-06 22:00:00
2352,2013,6,6,23,115.0,131.0,3.0,10.0,400.0,2.0,20.2,1005.3,19.0,0.0,WNW,1.0,2013-06-06 23:00:00
2353,2013,6,7,0,124.0,131.0,3.0,10.0,400.0,2.0,20.2,1005.0,19.0,0.0,NNE,0.7,2013-06-07 00:00:00
2354,2013,6,7,1,137.0,132.0,3.0,10.0,400.0,2.0,20.1,1004.6,19.1,0.0,NNE,0.8,2013-06-07 01:00:00
2355,2013,6,7,2,113.0,114.0,3.0,11.0,400.0,2.0,20.1,1004.1,19.1,0.0,NNE,0.8,2013-06-07 02:00:00
2356,2013,6,7,3,130.0,115.0,3.0,10.0,400.0,2.0,20.2,1004.1,19.2,0.0,WSW,1.0,2013-06-07 03:00:00
2357,2013,6,7,4,107.0,112.0,3.0,10.0,400.0,2.0,20.3,1004.2,19.3,0.0,N,0.9,2013-06-07 04:00:00
2358,2013,6,7,5,121.0,112.0,3.0,10.0,400.0,2.0,20.4,1004.5,19.4,0.0,NNE,0.1,2013-06-07 05:00:00
2359,2013,6,7,6,95.0,104.0,3.0,9.0,300.0,2.0,20.7,1004.8,19.0,0.0,SE,2.3,2013-06-07 06:00:00
2360,2013,6,7,7,116.0,104.0,3.0,9.0,300.0,2.0,20.8,1005.0,18.9,0.0,E,1.6,2013-06-07 07:00:00
2361,2013,6,7,8,93.0,101.0,3.0,8.0,300.0,2.0,20.8,1005.1,18.7,0.0,ESE,2.7,2013-06-07 08:00:00
2362,2013,6,7,9,83.0,90.0,3.0,6.0,200.0,2.0,19.6,1006.0,18.6,7.4,E,1.8,2013-06-07 09:00:00
2363,2013,6,7,10,103.0,111.0,3.0,48.0,1500.0,2.0,19.8,1005.0,18.8,4.3,E,1.2,2013-06-07 10:00:00
2364,2013,6,7,11,77.0,98.0,3.0,50.0,2100.0,4.0,20.6,1005.9,19.4,0.4,S,1.1,2013-06-07 11:00:00
2365,2013,6,7,12,115.0,128.0,3.0,42.0,2200.0,8.0,20.7,1005.6,19.5,0.4,SE,1.4,2013-06-07 12:00:00
2366,2013,6,7,13,96.0,110.0,3.0,47.0,2299.0,6.0,21.0,1005.3,18.9,0.0,SE,1.5,2013-06-07 13:00:00
2367,2013,6,7,14,126.0,110.0,3.0,45.0,2100.0,6.0,21.0,1004.8,18.8,0.0,SE,1.2,2013-06-07 14:00:00
2368,2013,6,7,15,103.0,103.0,3.0,44.0,2100.0,8.0,21.2,1004.8,18.8,0.0,SW,0.5,2013-06-07 15:00:00
2369,2013,6,7,16,100.0,110.0,3.0,40.0,1899.0,15.0,21.5,1004.3,18.7,0.0,SE,0.8,2013-06-07 16:00:00
2370,2013,6,7,17,98.0,118.0,3.0,44.0,2000.0,13.0,21.4,1005.0,19.1,0.0,NW,1.4,2013-06-07 17:00:00
2371,2013,6,7,18,123.0,130.0,3.0,48.0,2000.0,8.0,21.1,1005.0,19.2,0.0,NE,0.5,2013-06-07 18:00:00
2372,2013,6,7,19,133.0,147.0,3.0,54.0,2100.0,2.0,20.9,1005.5,19.2,0.0,NW,0.9,2013-06-07 19:00:00
2373,2013,6,7,20,132.0,136.0,3.0,54.0,2100.0,2.0,20.7,1006.2,19.2,0.0,W,1.0,2013-06-07 20:00:00
2374,2013,6,7,21,112.0,124.0,3.0,53.0,2200.0,2.0,20.5,1006.1,19.3,0.0,ENE,0.9,2013-06-07 21:00:00
2375,2013,6,7,22,115.0,118.0,3.0,52.0,2100.0,2.0,20.6,1006.2,19.3,0.0,WNW,0.9,2013-06-07 22:00:00
2376,2013,6,7,23,110.0,122.0,3.0,51.0,2200.0,2.0,20.5,1005.9,19.2,0.0,NW,1.1,2013-06-07 23:00:00
2377,2013,6,8,0,107.0,110.0,3.0,51.0,2100.0,2.0,20.3,1005.4,19.1,0.0,NNE,1.0,2013-06-08 00:00:00
2378,2013,6,8,1,108.0,119.0,3.0,47.0,2200.0,2.0,20.2,1004.9,19.2,0.0,NNE,0.7,2013-06-08 01:00:00
2379,2013,6,8,2,131.0,119.0,3.0,43.0,2000.0,2.0,20.0,1004.5,19.3,0.7,NNW,0.5,2013-06-08 02:00:00
2380,2013,6,8,3,128.0,104.0,3.0,40.0,2000.0,2.0,19.9,1004.5,19.4,0.0,NW,0.1,2013-06-08 03:00:00
2381,2013,6,8,4,115.0,102.0,3.0,36.0,2000.0,2.0,19.8,1004.0,19.3,0.0,WSW,0.0,2013-06-08 04:00:00
2382,2013,6,8,5,104.0,77.0,3.0,33.0,2000.0,2.0,19.8,1004.4,19.5,0.0,SW,1.0,2013-06-08 05:00:00
2383,2013,6,8,6,102.0,71.0,3.0,39.0,1899.0,2.0,19.6,1004.7,18.4,0.0,SSE,1.1,2013-06-08 06:00:00
2384,2013,6,8,7,119.0,30.0,3.0,54.0,2299.0,2.0,19.5,1004.9,18.3,0.0,SSE,1.2,2013-06-08 07:00:00
2385,2013,6,8,8,129.0,102.0,3.0,58.0,2799.0,2.0,19.8,1005.1,18.5,0.0,SSE,1.2,2013-06-08 08:00:00
2386,2013,6,8,9,130.0,106.0,3.0,54.0,2899.0,2.0,19.9,1005.3,18.6,0.0,SSE,1.5,2013-06-08 09:00:00
2387,2013,6,8,10,116.0,151.0,3.0,47.0,2899.0,4.0,20.5,1005.1,19.0,0.0,SE,0.8,2013-06-08 10:00:00
2388,2013,6,8,11,188.0,231.0,3.0,44.0,2899.0,6.0,20.9,1005.2,19.2,0.0,SE,1.5,2013-06-08 11:00:00
2389,2013,6,8,12,211.0,248.0,3.0,43.0,2799.0,7.0,20.9,1004.8,19.2,0.0,SE,3.0,2013-06-08 12:00:00
2390,2013,6,8,13,219.0,243.0,4.0,44.0,2700.0,8.0,20.9,1004.5,19.4,0.0,SSE,1.6,2013-06-08 13:00:00
2391,2013,6,8,14,197.0,207.0,3.0,43.0,2100.0,8.0,21.0,1004.0,19.5,0.0,E,1.6,2013-06-08 14:00:00
2392,2013,6,8,15,195.0,198.0,4.0,42.0,2000.0,14.0,21.3,1003.4,19.6,0.0,ESE,1.2,2013-06-08 15:00:00
2393,2013,6,8,16,207.0,228.0,3.0,48.0,2100.0,15.0,21.5,1002.9,19.6,0.0,ESE,0.0,2013-06-08 16:00:00
2394,2013,6,8,17,202.0,222.0,3.0,54.0,2200.0,14.0,21.1,1003.1,19.9,0.0,NW,1.0,2013-06-08 17:00:00
2395,2013,6,8,18,197.0,211.0,3.0,62.0,2399.0,6.0,20.7,1003.3,19.7,0.0,N,0.7,2013-06-08 18:00:00
2396,2013,6,8,19,194.0,210.0,3.0,56.0,2500.0,2.0,20.6,1003.5,19.6,0.0,NNE,0.9,2013-06-08 19:00:00
2397,2013,6,8,20,177.0,179.0,3.0,57.0,2399.0,2.0,20.6,1004.3,19.8,0.0,NW,1.2,2013-06-08 20:00:00
2398,2013,6,8,21,149.0,169.0,3.0,59.0,2299.0,2.0,20.5,1004.3,19.7,0.0,NE,0.7,2013-06-08 21:00:00
2399,2013,6,8,22,148.0,164.0,3.0,58.0,2399.0,2.0,20.4,1004.2,19.7,0.0,WNW,0.6,2013-06-08 22:00:00
2400,2013,6,8,23,143.0,156.0,3.0,57.0,2299.0,2.0,20.2,1004.0,19.5,0.0,NW,0.6,2013-06-08 23:00:00
2401,2013,6,9,0,137.0,141.0,3.0,54.0,2299.0,2.0,20.1,1003.9,19.6,0.0,W,0.9,2013-06-09 00:00:00
2402,2013,6,9,1,128.0,136.0,3.0,50.0,2399.0,2.0,20.0,1003.5,19.5,0.0,WSW,0.6,2013-06-09 01:00:00
2403,2013,6,9,2,131.0,136.0,3.0,8.0,500.0,2.0,20.1,1003.5,19.8,0.0,NW,1.3,2013-06-09 02:00:00
2404,2013,6,9,3,105.0,120.0,3.0,8.0,500.0,2.0,20.2,1003.4,19.9,0.0,ESE,0.6,2013-06-09 03:00:00
2405,2013,6,9,4,128.0,121.0,3.0,9.0,200.0,2.0,20.0,1003.8,19.3,0.0,ESE,0.0,2013-06-09 04:00:00
2406,2013,6,9,5,118.0,44.0,3.0,49.0,1600.0,2.0,20.0,1004.4,19.3,0.0,N,0.8,2013-06-09 05:00:00
2407,2013,6,9,6,94.0,98.0,3.0,45.0,2200.0,2.0,20.1,1004.9,19.4,0.1,W,1.1,2013-06-09 06:00:00
2408,2013,6,9,7,112.0,98.0,3.0,42.0,2100.0,2.0,19.8,1006.1,19.5,2.9,NW,1.5,2013-06-09 07:00:00
2409,2013,6,9,8,95.0,43.0,3.0,43.0,1700.0,3.0,17.5,1006.7,16.2,1.2,WNW,3.2,2013-06-09 08:00:00
2410,2013,6,9,9,58.0,58.0,3.0,37.0,1200.0,9.0,17.1,1007.2,16.1,1.8,WNW,3.1,2013-06-09 09:00:00
2411,2013,6,9,10,58.0,58.0,3.0,37.0,1200.0,29.5596,18.1,1007.5,15.9,0.0,WNW,2.4,2013-06-09 10:00:00
2412,2013,6,9,11,8.0,8.0,3.0,22.3777,1200.0,32.13,17.8,1008.6,16.3,0.7,WNW,2.1,2013-06-09 11:00:00
2413,2013,6,9,12,3.0,8.0,3.0,18.477,1200.0,37.6992,17.4,1008.5,16.1,2.3,NW,2.3,2013-06-09 12:00:00
2414,2013,6,9,13,11.0,11.0,3.0,14.9869,1200.0,45.6246,17.0,1008.8,16.0,2.6,WNW,2.2,2013-06-09 13:00:00
2415,2013,6,9,14,3.0,3.0,3.0,16.6293,1200.0,45.1962,17.4,1009.2,16.4,0.9,NW,1.6,2013-06-09 14:00:00
2416,2013,6,9,15,12.0,12.0,3.0,19.9141,1200.0,41.9832,17.6,1008.9,16.6,0.4,NW,1.4,2013-06-09 15:00:00
2417,2013,6,9,16,3.0,4.0,3.0,22.1724,1200.0,37.0566,17.8,1008.4,16.3,0.1,WNW,2.2,2013-06-09 16:00:00
2418,2013,6,9,17,14.0,14.0,3.0,21.5565,1200.0,39.8412,17.7,1008.8,15.9,0.1,NW,2.1,2013-06-09 17:00:00
2419,2013,6,9,18,14.0,14.0,3.0,27.3049,1200.0,34.9146,17.5,1008.8,16.2,0.0,NW,1.8,2013-06-09 18:00:00
2420,2013,6,9,19,17.0,17.0,3.0,29.1526,1200.0,32.13,17.5,1008.7,15.8,0.0,NW,0.6,2013-06-09 19:00:00
2421,2013,6,9,20,19.0,29.0,3.0,31.2056,1200.0,22.0626,17.2,1009.6,15.9,0.0,WNW,1.2,2013-06-09 20:00:00
2422,2013,6,9,21,17.0,17.0,3.0,27.9208,1200.0,20.9916,17.1,1009.5,16.3,0.1,SE,0.9,2013-06-09 21:00:00
2423,2013,6,9,22,3.0,22.0,3.0,31.2056,1200.0,11.9952,17.0,1009.8,16.4,0.2,WNW,1.2,2013-06-09 22:00:00
2424,2013,6,9,23,19.0,20.0,3.0,30.1791,1200.0,7.497,16.8,1009.6,16.0,0.0,NNW,0.9,2013-06-09 23:00:00
2425,2013,6,10,0,17.0,17.0,3.0,23.4042,1200.0,13.2804,16.5,1009.4,15.7,0.0,NNE,0.1,2013-06-10 00:00:00
2426,2013,6,10,1,20.0,20.0,3.0,23.1989,1200.0,11.3526,16.4,1009.7,15.9,0.0,WNW,1.0,2013-06-10 01:00:00
2427,2013,6,10,2,3.0,4.0,3.0,27.9208,1200.0,8.1396,16.2,1010.1,15.9,0.0,W,1.4,2013-06-10 02:00:00
2428,2013,6,10,3,3.0,11.0,3.0,33.8745,1200.0,1.2852,16.1,1010.2,15.8,0.0,WNW,0.9,2013-06-10 03:00:00
2429,2013,6,10,4,26.0,3.0,3.0,32.2321,1200.0,1.2852,16.0,1010.5,15.7,0.0,NW,0.0,2013-06-10 04:00:00
2430,2013,6,10,5,19.0,2.0,3.0,27.3049,1200.0,1.9278,16.1,1010.5,15.9,0.0,NNE,0.8,2013-06-10 05:00:00
2431,2013,6,10,6,3.0,12.0,3.0,24.8413,1200.0,2.5704,16.5,1011.1,16.3,0.0,N,1.1,2013-06-10 06:00:00
2432,2013,6,10,7,19.0,29.0,3.0,25.8678,1200.0,1.7136,17.5,1011.1,16.2,0.0,NE,1.3,2013-06-10 07:00:00
2433,2013,6,10,8,23.0,3.0,3.0,23.8148,1200.0,8.1396,18.3,1011.1,16.6,0.0,NE,1.4,2013-06-10 08:00:00
2434,2013,6,10,9,23.0,7.0,3.0,22.7883,1200.0,10.4958,19.6,1010.9,17.0,0.0,NNE,0.7,2013-06-10 09:00:00
2435,2013,6,10,10,30.0,8.0,3.0,27.3049,1200.0,12.852,21.7,1010.5,17.1,0.0,WNW,0.8,2013-06-10 10:00:00
2436,2013,6,10,11,10.0,24.0,1.7136,20.3247,1200.0,26.3466,23.4,1009.9,16.9,0.0,W,1.5,2013-06-10 11:00:00
2437,2013,6,10,12,24.0,24.0,2.2848,20.1194,1200.0,43.0542,24.5,1009.2,15.7,0.0,SSE,0.6,2013-06-10 12:00:00
2438,2013,6,10,13,14.0,14.0,1.428,9.2385,1200.0,62.3322,25.2,1008.6,14.6,0.0,ENE,1.3,2013-06-10 13:00:00
2439,2013,6,10,14,18.0,18.0,0.2856,8.212,1200.0,73.0422,25.7,1007.8,13.9,0.0,E,1.8,2013-06-10 14:00:00
2440,2013,6,10,15,19.0,19.0,0.2856,12.318,1200.0,80.5392,25.2,1007.3,14.0,0.0,SSE,3.0,2013-06-10 15:00:00
2441,2013,6,10,16,10.0,10.0,0.2856,12.7286,1200.0,80.5392,24.4,1007.6,14.5,0.0,SSE,1.9,2013-06-10 16:00:00
2442,2013,6,10,17,16.0,16.0,0.2856,15.8081,1200.0,85.2516,23.7,1007.5,14.4,0.0,S,2.1,2013-06-10 17:00:00
2443,2013,6,10,18,25.0,64.0,0.8568,28.1261,1200.0,89.964,22.7,1007.4,14.0,0.0,S,1.0,2013-06-10 18:00:00
2444,2013,6,10,19,29.0,3.0,1.1424,42.7024,1200.0,83.1096,21.1,1007.7,15.6,0.0,SE,1.0,2013-06-10 19:00:00
2445,2013,6,10,20,45.0,118.0,1.1424,65.0801,1200.0,56.9772,21.0,1008.0,16.4,0.0,SE,1.2,2013-06-10 20:00:00
2446,2013,6,10,21,72.0,188.0,1.1424,68.3649,1200.0,39.4128,20.3,1008.1,17.1,0.0,SSE,1.4,2013-06-10 21:00:00
2447,2013,6,10,22,94.0,157.0,1.1424,63.0271,1200.0,36.8424,19.7,1007.7,17.5,0.0,SE,0.9,2013-06-10 22:00:00
2448,2013,6,10,23,102.0,129.0,1.1424,67.749,1200.0,21.8484,18.9,1007.4,17.4,0.0,SE,0.0,2013-06-10 23:00:00
2449,2013,6,11,0,77.0,91.0,1.1424,74.1133,1200.0,7.0686,18.7,1006.9,18.4,0.0,NNE,1.0,2013-06-11 00:00:00
2450,2013,6,11,1,95.0,114.0,1.1424,70.8285,1200.0,1.2852,18.4,1006.5,17.6,0.0,NE,1.3,2013-06-11 01:00:00
2451,2013,6,11,2,87.0,58.0,1.1424,59.7423,1200.0,1.2852,18.0,1006.3,17.5,0.0,NNE,1.2,2013-06-11 02:00:00
2452,2013,6,11,3,59.0,69.0,1.1424,60.7688,1200.0,1.2852,18.1,1005.8,16.8,0.0,SSE,1.1,2013-06-11 03:00:00
2453,2013,6,11,4,78.0,86.0,1.1424,52.7621,1200.0,1.7136,17.8,1006.2,16.8,0.0,E,1.0,2013-06-11 04:00:00
2454,2013,6,11,5,63.0,77.0,1.1424,45.9872,1200.0,1.9278,17.8,1006.1,16.8,0.0,NNE,1.3,2013-06-11 05:00:00
2455,2013,6,11,6,58.0,94.0,1.1424,40.4441,1200.0,2.5704,18.3,1006.2,16.6,0.0,N,1.5,2013-06-11 06:00:00
2456,2013,6,11,7,54.0,63.0,1.1424,32.6427,1200.0,8.3538,19.3,1006.2,16.7,0.0,N,1.5,2013-06-11 07:00:00
2457,2013,6,11,8,58.0,73.0,1.1424,40.4441,1200.0,11.3526,21.0,1005.9,16.8,0.0,ENE,1.9,2013-06-11 08:00:00
2458,2013,6,11,9,63.0,92.0,0.5712,37.3646,1200.0,24.2046,22.0,1005.7,17.1,0.0,ESE,2.0,2013-06-11 09:00:00
2459,2013,6,11,10,55.0,69.0,1.9992,23.6095,1200.0,51.1938,23.8,1005.4,18.0,0.0,SE,1.9,2013-06-11 10:00:00
2460,2013,6,11,11,70.0,83.0,3.1416,25.2519,1200.0,83.1096,24.6,1004.9,17.6,0.0,SSE,1.9,2013-06-11 11:00:00
2461,2013,6,11,12,76.0,92.0,5.0,30.0,500.0,104.0,24.9,1004.3,18.3,0.0,SSE,3.8,2013-06-11 12:00:00
2462,2013,6,11,13,91.0,104.0,4.0,28.0,600.0,126.0,25.2,1003.4,17.1,0.0,SSE,4.2,2013-06-11 13:00:00
2463,2013,6,11,14,73.0,75.0,4.0,22.0,600.0,154.0,25.4,1003.2,16.5,0.0,SSE,3.6,2013-06-11 14:00:00
2464,2013,6,11,15,98.0,75.0,3.0,17.0,600.0,165.0,23.8,1003.2,16.6,0.0,S,4.1,2013-06-11 15:00:00
2465,2013,6,11,16,85.0,64.0,3.0,15.0,500.0,158.0,22.9,1002.7,16.2,0.0,WNW,0.7,2013-06-11 16:00:00
2466,2013,6,11,17,64.0,81.0,3.0,21.0,700.0,146.0,23.5,1002.6,16.0,0.0,NNE,1.6,2013-06-11 17:00:00
2467,2013,6,11,18,81.0,81.0,3.0,28.0,800.0,132.0,22.8,1003.3,14.4,0.0,E,2.5,2013-06-11 18:00:00
2468,2013,6,11,19,39.0,39.0,4.0,21.0,600.0,114.0,21.8,1004.1,13.9,0.0,ESE,2.4,2013-06-11 19:00:00
2469,2013,6,11,20,25.0,2.0,3.0,20.0,500.0,106.0,21.1,1005.1,13.5,0.0,E,3.0,2013-06-11 20:00:00
2470,2013,6,11,21,29.0,30.0,3.0,22.0,500.0,96.0,17.7,1005.9,13.4,0.6,ENE,2.7,2013-06-11 21:00:00
2471,2013,6,11,22,25.0,30.0,3.0,10.0,400.0,101.0,16.7,1006.3,13.8,0.0,W,0.6,2013-06-11 22:00:00
2472,2013,6,11,23,19.0,41.0,3.0,9.0,300.0,88.0,16.4,1006.1,14.2,0.0,N,1.3,2013-06-11 23:00:00
2473,2013,6,12,0,20.0,41.0,3.0,18.0,400.0,69.0,16.3,1005.8,14.1,0.0,NNE,0.8,2013-06-12 00:00:00
2474,2013,6,12,1,18.0,18.0,3.0,24.0,400.0,60.0,15.8,1005.5,14.2,0.0,N,0.7,2013-06-12 01:00:00
2475,2013,6,12,2,16.0,16.0,3.0,16.0,400.0,67.0,15.0,1005.4,13.9,0.0,N,0.7,2013-06-12 02:00:00
2476,2013,6,12,3,22.0,47.0,3.0,23.0,400.0,46.0,14.3,1005.1,14.3,0.0,N,0.2,2013-06-12 03:00:00
2477,2013,6,12,4,12.0,16.0,3.0,27.0,400.0,36.0,14.4,1005.1,14.4,0.0,N,1.1,2013-06-12 04:00:00
2478,2013,6,12,5,30.0,41.0,3.0,28.0,400.0,26.0,15.2,1005.4,14.6,0.0,NE,1.9,2013-06-12 05:00:00
2479,2013,6,12,6,33.0,37.0,3.0,34.0,400.0,17.0,16.7,1005.7,14.9,0.0,N,0.5,2013-06-12 06:00:00
2480,2013,6,12,7,34.0,38.0,3.0,35.0,500.0,17.0,19.0,1005.9,16.0,0.0,SSE,1.9,2013-06-12 07:00:00
2481,2013,6,12,8,46.0,86.0,3.0,36.0,600.0,24.0,20.7,1005.8,16.5,0.0,SE,0.5,2013-06-12 08:00:00
2482,2013,6,12,9,58.0,90.0,3.0,36.0,800.0,38.0,22.5,1005.5,17.0,0.0,SSW,2.3,2013-06-12 09:00:00
2483,2013,6,12,10,77.0,90.0,6.0,44.0,1000.0,56.0,23.8,1005.0,16.3,0.0,ESE,4.4,2013-06-12 10:00:00
2484,2013,6,12,11,64.0,67.0,9.0,35.0,1000.0,92.0,24.6,1004.7,15.2,0.0,SSW,1.3,2013-06-12 11:00:00
2485,2013,6,12,12,70.0,67.0,9.0,24.0,900.0,127.0,25.3,1004.3,16.2,0.0,S,3.1,2013-06-12 12:00:00
2486,2013,6,12,13,76.0,85.0,8.0,18.0,800.0,158.0,25.9,1003.6,17.3,0.0,SSE,1.8,2013-06-12 13:00:00
2487,2013,6,12,14,70.0,76.0,7.0,15.0,700.0,172.0,26.2,1003.3,16.4,0.0,S,2.7,2013-06-12 14:00:00
2488,2013,6,12,15,83.0,76.0,9.0,13.0,800.0,187.0,26.3,1003.1,16.2,0.0,SSE,3.0,2013-06-12 15:00:00
2489,2013,6,12,16,66.0,75.0,12.0,14.0,1000.0,202.0,26.3,1002.8,16.2,0.0,SSE,2.7,2013-06-12 16:00:00
2490,2013,6,12,17,97.0,133.0,14.0,17.0,1100.0,212.0,25.9,1002.8,15.9,0.0,SSE,1.8,2013-06-12 17:00:00
2491,2013,6,12,18,104.0,133.0,14.0,19.0,900.0,220.0,25.2,1003.0,15.5,0.0,SE,2.0,2013-06-12 18:00:00
2492,2013,6,12,19,93.0,60.0,15.0,24.0,800.0,207.0,24.1,1003.6,15.3,0.0,SSE,1.6,2013-06-12 19:00:00
2493,2013,6,12,20,94.0,119.0,9.0,35.0,800.0,173.0,23.5,1004.4,16.3,0.0,SSE,2.4,2013-06-12 20:00:00
2494,2013,6,12,21,99.0,147.0,4.0,29.0,800.0,159.0,22.4,1005.1,16.2,0.0,SE,1.1,2013-06-12 21:00:00
2495,2013,6,12,22,80.0,84.0,3.0,33.0,800.0,119.0,21.6,1005.2,15.7,0.0,SSE,1.5,2013-06-12 22:00:00
2496,2013,6,12,23,99.0,115.0,3.0,34.0,700.0,102.0,20.8,1005.3,15.8,0.0,SSE,0.6,2013-06-12 23:00:00
2497,2013,6,13,0,85.0,90.0,3.0,24.0,900.0,103.0,20.4,1005.1,15.8,0.0,ESE,0.9,2013-06-13 00:00:00
2498,2013,6,13,1,86.0,104.0,3.0,20.0,800.0,108.0,19.5,1004.9,16.2,0.0,NNE,1.1,2013-06-13 01:00:00
2499,2013,6,13,2,106.0,104.0,3.0,5.0,100.0,22.0,18.0,1004.6,17.0,0.0,WSW,0.5,2013-06-13 02:00:00
2500,2013,6,13,3,87.0,90.0,3.0,3.0,100.0,22.0,17.3,1004.8,17.3,0.0,NNE,0.9,2013-06-13 03:00:00
2501,2013,6,13,4,93.0,99.0,3.0,3.0,100.0,51.0,17.4,1005.0,17.4,0.0,NNE,0.9,2013-06-13 04:00:00
2502,2013,6,13,5,120.0,99.0,3.0,23.0,700.0,68.0,18.0,1005.6,17.0,0.0,ENE,1.1,2013-06-13 05:00:00
2503,2013,6,13,6,102.0,120.0,3.0,36.0,1000.0,63.0,19.7,1006.1,17.3,0.0,N,1.4,2013-06-13 06:00:00
2504,2013,6,13,7,116.0,124.0,3.0,41.0,1100.0,58.0,21.7,1006.2,17.7,0.0,NE,2.1,2013-06-13 07:00:00
2505,2013,6,13,8,131.0,163.0,6.0,36.0,1100.0,72.0,23.1,1006.1,17.3,0.0,E,2.3,2013-06-13 08:00:00
2506,2013,6,13,9,129.0,164.0,16.0,28.0,1399.0,90.0,24.2,1005.9,17.7,0.0,SSE,1.8,2013-06-13 09:00:00
2507,2013,6,13,10,119.0,134.0,31.0,31.0,1800.0,96.0,25.5,1006.3,17.7,0.0,SE,1.2,2013-06-13 10:00:00
2508,2013,6,13,11,128.0,171.0,37.0,32.0,2000.0,118.0,26.6,1006.0,18.5,0.0,SE,2.9,2013-06-13 11:00:00
2509,2013,6,13,12,146.0,196.0,37.0,38.0,2299.0,138.0,27.7,1005.6,18.7,0.0,SE,2.0,2013-06-13 12:00:00
2510,2013,6,13,13,165.0,230.0,35.0,42.0,2299.0,166.0,28.8,1004.8,19.1,0.0,SSE,2.6,2013-06-13 13:00:00
2511,2013,6,13,14,165.0,198.0,29.0,31.0,2000.0,225.0,29.8,1004.4,18.6,0.0,SSE,3.1,2013-06-13 14:00:00
2512,2013,6,13,15,165.0,199.0,13.0,24.0,1200.0,173.0,30.1,1003.9,18.2,0.0,SSW,3.2,2013-06-13 15:00:00
2513,2013,6,13,16,63.0,150.0,3.0,22.0,1399.0,185.0,30.7,1003.5,13.5,0.0,SW,2.5,2013-06-13 16:00:00
2514,2013,6,13,17,101.0,133.0,3.0,20.0,1300.0,165.0,30.5,1003.2,15.0,0.0,S,3.0,2013-06-13 17:00:00
2515,2013,6,13,18,73.0,109.0,3.0,24.0,1000.0,168.0,29.0,1003.2,16.5,0.0,SSE,1.2,2013-06-13 18:00:00
2516,2013,6,13,19,81.0,121.0,3.0,37.0,1000.0,197.0,26.1,1003.6,17.7,0.0,SE,1.2,2013-06-13 19:00:00
2517,2013,6,13,20,88.0,137.0,3.0,56.0,1100.0,157.0,26.2,1004.4,16.7,0.0,SSE,1.4,2013-06-13 20:00:00
2518,2013,6,13,21,106.0,163.0,3.0,78.0,1200.0,133.0,25.0,1005.0,15.6,0.0,S,1.9,2013-06-13 21:00:00
2519,2013,6,13,22,134.0,200.0,3.0,69.0,1200.0,128.0,24.6,1005.1,13.8,0.0,S,1.1,2013-06-13 22:00:00
2520,2013,6,13,23,116.0,167.0,3.0,76.0,1000.0,96.0,22.6,1005.1,14.7,0.0,SSE,1.9,2013-06-13 23:00:00
2521,2013,6,14,0,105.0,147.0,3.0,73.0,1200.0,85.0,21.8,1004.8,12.9,0.0,S,0.9,2013-06-14 00:00:00
2522,2013,6,14,1,95.0,136.0,3.0,69.0,1300.0,80.0,22.1,1004.6,14.0,0.0,SE,1.3,2013-06-14 01:00:00
2523,2013,6,14,2,97.0,150.0,3.0,72.0,1399.0,64.0,20.7,1005.0,14.6,0.0,SE,1.6,2013-06-14 02:00:00
2524,2013,6,14,3,90.0,127.0,3.0,66.0,1200.0,50.0,21.9,1005.3,13.0,0.0,SSE,2.3,2013-06-14 03:00:00
2525,2013,6,14,4,93.0,130.0,3.0,69.0,1100.0,50.0,21.4,1005.7,13.1,0.0,SSE,1.4,2013-06-14 04:00:00
2526,2013,6,14,5,104.0,150.0,3.0,78.0,1200.0,38.0,21.7,1005.9,13.3,0.0,SE,2.2,2013-06-14 05:00:00
2527,2013,6,14,6,107.0,163.0,3.0,79.0,1200.0,34.0,22.6,1006.3,13.9,0.0,SSE,1.5,2013-06-14 06:00:00
2528,2013,6,14,7,129.0,180.0,3.0,64.0,1399.0,37.0,23.7,1006.7,14.1,0.0,SSE,2.9,2013-06-14 07:00:00
2529,2013,6,14,8,132.0,200.0,3.0,56.0,1399.0,41.0,25.1,1006.6,14.8,0.0,SSE,2.2,2013-06-14 08:00:00
2530,2013,6,14,9,116.0,163.0,3.0,46.0,1300.0,50.0,26.5,1006.6,15.2,0.0,SSE,3.0,2013-06-14 09:00:00
2531,2013,6,14,10,119.0,156.0,3.0,42.0,1300.0,76.0,27.6,1006.2,16.2,0.0,S,2.4,2013-06-14 10:00:00
2532,2013,6,14,11,139.0,173.0,3.0,38.0,1300.0,127.0,28.7,1005.7,16.9,0.0,SSE,2.7,2013-06-14 11:00:00
